ApsimVersion = 7.9
Title = Miscanthus
     dd/mm/yyyy           year MiscanthusBiomass  MiscanthusLAI
     22/04/2012           2012            401.73          2.635
     23/04/2012           2012            428.83          2.693
     24/04/2012           2012            459.92          2.784
     25/04/2012           2012            478.45          2.949
     26/04/2012           2012            493.79          3.052
     27/04/2012           2012            517.99          2.958
     28/04/2012           2012            531.15          3.034
     29/04/2012           2012            534.65          3.090
     30/04/2012           2012            541.23          3.174
     01/05/2012           2012            551.09          3.298
     02/05/2012           2012            558.94          3.397
     03/05/2012           2012            576.80          3.622
     04/05/2012           2012            591.47          3.807
     05/05/2012           2012            604.24          3.967
     06/05/2012           2012            618.73          4.117
     07/05/2012           2012            633.00          4.254
     08/05/2012           2012            640.35          4.346
     09/05/2012           2012            655.42          4.413
     10/05/2012           2012            665.29          4.469
     11/05/2012           2012            679.81          4.543
     12/05/2012           2012            693.15          4.625
     13/05/2012           2012            701.66          4.694
     14/05/2012           2012            711.39          4.767
     15/05/2012           2012            722.05          4.842
     16/05/2012           2012            732.89          4.898
     17/05/2012           2012            743.26          4.946
     18/05/2012           2012            753.62          5.004
     19/05/2012           2012            763.37          5.072
     20/05/2012           2012            772.40          5.142
     21/05/2012           2012            781.09          5.195
     22/05/2012           2012            786.84          5.239
     23/05/2012           2012            796.60          5.291
     24/05/2012           2012            806.12          5.355
     25/05/2012           2012            815.40          5.423
     26/05/2012           2012            823.70          5.488
     27/05/2012           2012            831.65          5.550
     28/05/2012           2012            840.40          5.612
     29/05/2012           2012            848.52          5.677
     30/05/2012           2012            856.44          5.725
     31/05/2012           2012            867.41          5.759
     01/06/2012           2012            871.43          5.788
     02/06/2012           2012            875.80          5.823
     03/06/2012           2012            885.05          5.874
     04/06/2012           2012            896.36          5.926
     05/06/2012           2012            905.10          5.967
     06/06/2012           2012            914.35          6.004
     07/06/2012           2012            925.27          6.048
     08/06/2012           2012            936.28          6.094
     09/06/2012           2012            947.54          6.142
     10/06/2012           2012            958.83          6.191
     11/06/2012           2012            968.64          6.242
     12/06/2012           2012            976.64          6.290
     13/06/2012           2012            989.15          6.330
     14/06/2012           2012           1001.54          6.374
     15/06/2012           2012           1014.29          6.425
     16/06/2012           2012           1027.13          6.482
     17/06/2012           2012           1035.53          6.540
     18/06/2012           2012           1045.13          6.597
     19/06/2012           2012           1057.72          6.656
     20/06/2012           2012           1070.69          6.705
     21/06/2012           2012           1085.00          6.759
     22/06/2012           2012           1097.39          6.806
     23/06/2012           2012           1115.85          6.876
     24/06/2012           2012           1133.09          6.941
     25/06/2012           2012           1151.53          7.011
     26/06/2012           2012           1175.78          7.097
     27/06/2012           2012           1201.64          7.191
     28/06/2012           2012           1228.55          7.285
     29/06/2012           2012           1254.93          7.385
     30/06/2012           2012           1273.33          7.454
     01/07/2012           2012           1293.65          7.531
     02/07/2012           2012           1311.70          7.599
     03/07/2012           2012           1343.90          7.721
     04/07/2012           2012           1379.54          7.855
     05/07/2012           2012           1415.10          7.990
     06/07/2012           2012           1452.98          8.133
     07/07/2012           2012           1494.59          7.852
     08/07/2012           2012           1506.45          8.007
     09/07/2012           2012           1531.51          8.091
     10/07/2012           2012           1581.21          7.993
     11/07/2012           2012           1613.37          8.207
     12/07/2012           2012           1671.37          7.756
     13/07/2012           2012           1682.82          8.012
     14/07/2012           2012           1737.81          8.203
     15/07/2012           2012           1783.08          7.723
     16/07/2012           2012           1792.06          7.965
     17/07/2012           2012           1865.05          8.262
     18/07/2012           2012           1919.03          7.602
     19/07/2012           2012           1916.20          7.842
     20/07/2012           2012           1962.53          8.042
     21/07/2012           2012           2010.47          8.090
     22/07/2012           2012           2075.90          8.082
     23/07/2012           2012           2118.16          8.060
     24/07/2012           2012           2147.90          8.060
     25/07/2012           2012           2175.40          8.028
     26/07/2012           2012           2233.85          7.937
     27/07/2012           2012           2226.21          7.937
     28/07/2012           2012           2225.44          7.937
     29/07/2012           2012           2225.37          7.937
     30/07/2012           2012           2225.36          7.937
     31/07/2012           2012           2225.36          7.937
     01/08/2012           2012           2225.36          7.937
     02/08/2012           2012           2225.36          7.937
     03/08/2012           2012           2225.36          7.937
     04/08/2012           2012           2225.36          7.937
     05/08/2012           2012           2225.36          7.937
     06/08/2012           2012           2225.36          7.937
     07/08/2012           2012           2225.36          7.937
     08/08/2012           2012           2225.36          7.937
     09/08/2012           2012           2225.36          7.937
     10/08/2012           2012           2225.36          7.937
     11/08/2012           2012           2225.36          7.937
     12/08/2012           2012           2225.36          7.937
     13/08/2012           2012           2225.36          7.937
     14/08/2012           2012           2225.36          7.937
     15/08/2012           2012           2225.36          7.937
     16/08/2012           2012           2225.36          7.937
     17/08/2012           2012           2225.36          7.937
     18/08/2012           2012           2225.36          7.937
     19/08/2012           2012           2225.36          7.937
     20/08/2012           2012           2225.36          7.937
     21/08/2012           2012           2225.36          7.937
     22/08/2012           2012           2225.36          7.937
     23/08/2012           2012           2225.36          7.937
     24/08/2012           2012           2225.36          7.937
     25/08/2012           2012           2225.36          7.937
     26/08/2012           2012           2225.36          7.937
     27/08/2012           2012           2225.36          7.937
     28/08/2012           2012           2225.36          7.937
     29/08/2012           2012           2225.36          7.937
     30/08/2012           2012           2225.36          7.937
     31/08/2012           2012           2225.36          7.937
     01/09/2012           2012           2225.36          7.937
     02/09/2012           2012           2225.36          7.937
     03/09/2012           2012           2225.36          7.937
     04/09/2012           2012           2225.36          7.937
     05/09/2012           2012           2225.36          7.937
     06/09/2012           2012           2225.36          7.937
     07/09/2012           2012           2225.36          7.937
     08/09/2012           2012           2225.36          7.937
     09/09/2012           2012           2225.36          7.937
     10/09/2012           2012           2225.36          7.937
     11/09/2012           2012           2225.36          7.937
     12/09/2012           2012           2225.36          7.937
     13/09/2012           2012           2225.36          7.937
     14/09/2012           2012           2225.36          7.937
     15/09/2012           2012           2225.36          7.937
     16/09/2012           2012           2225.36          7.937
     17/09/2012           2012           2225.36          7.937
     18/09/2012           2012           2225.36          7.937
     19/09/2012           2012           2225.36          7.937
     20/09/2012           2012           2225.36          7.937
     21/09/2012           2012           2225.36          7.937
     22/09/2012           2012           2225.36          7.937
     23/09/2012           2012           2225.36          7.937
     24/09/2012           2012           2225.36          7.937
     25/09/2012           2012           2225.36          7.937
     26/09/2012           2012           2225.36          7.937
     27/09/2012           2012           2225.36          7.937
     28/09/2012           2012           2225.36          7.937
     29/09/2012           2012           2225.36          7.937
     30/09/2012           2012           2225.36          7.937
     01/10/2012           2012           2225.36          7.937
     02/10/2012           2012           2225.36          7.937
     03/10/2012           2012           2225.36          7.937
     04/10/2012           2012           2225.36          7.937
     05/10/2012           2012           2225.36          7.937
     06/10/2012           2012           2225.36          7.096
     07/10/2012           2012           2154.79          7.096
     08/10/2012           2012           2147.73          6.323
     09/10/2012           2012           2076.05          6.323
     10/10/2012           2012           2068.88          6.323
     11/10/2012           2012           2068.16          6.259
     12/10/2012           2012           2062.31          6.259
     13/10/2012           2012           2061.72          6.259
     14/10/2012           2012           2061.67          6.259
     15/10/2012           2012           2061.66          6.259
     16/10/2012           2012           2061.66          6.259
     17/10/2012           2012           2061.66          6.259
     18/10/2012           2012           2061.66          6.259
     19/10/2012           2012           2061.66          6.259
     20/10/2012           2012           2061.66          6.259
     21/10/2012           2012           2061.66          6.259
     22/10/2012           2012           2061.66          6.259
     23/10/2012           2012           2061.66          6.259
     24/10/2012           2012           2061.66          6.259
     25/10/2012           2012           2061.66          6.259
     26/10/2012           2012           2061.66          6.259
     27/10/2012           2012           2061.66          6.134
     28/10/2012           2012           2047.82          6.134
     29/10/2012           2012           2046.44          6.073
     30/10/2012           2012           2039.33          6.073
     31/10/2012           2012              0.00          0.000
     01/11/2012           2012              0.00          0.000
     02/11/2012           2012              0.00          0.000
     03/11/2012           2012              0.00          0.000
     04/11/2012           2012              0.00          0.000
     05/11/2012           2012              0.00          0.000
     06/11/2012           2012              0.00          0.000
     07/11/2012           2012              0.00          0.000
     08/11/2012           2012              0.00          0.000
     09/11/2012           2012              0.00          0.000
     10/11/2012           2012              0.00          0.000
     11/11/2012           2012              0.00          0.000
     12/11/2012           2012              0.00          0.000
     13/11/2012           2012              0.00          0.000
     14/11/2012           2012              0.00          0.000
     15/11/2012           2012              0.00          0.000
     16/11/2012           2012              0.00          0.000
     17/11/2012           2012              0.00          0.000
     18/11/2012           2012              0.00          0.000
     19/11/2012           2012              0.00          0.000
     20/11/2012           2012              0.00          0.000
     21/11/2012           2012              0.00          0.000
     22/11/2012           2012              0.00          0.000
     23/11/2012           2012              0.00          0.000
     24/11/2012           2012              0.00          0.000
     25/11/2012           2012              0.00          0.000
     26/11/2012           2012              0.00          0.000
     27/11/2012           2012              0.00          0.000
     28/11/2012           2012              0.00          0.000
     29/11/2012           2012              0.00          0.000
     30/11/2012           2012              0.00          0.000
     01/12/2012           2012              0.00          0.000
     02/12/2012           2012              0.00          0.000
     03/12/2012           2012              0.00          0.000
     04/12/2012           2012              0.00          0.000
     05/12/2012           2012              0.00          0.000
     06/12/2012           2012              0.00          0.000
     07/12/2012           2012              0.00          0.000
     08/12/2012           2012              0.00          0.000
     09/12/2012           2012              0.00          0.000
     10/12/2012           2012              0.00          0.000
     11/12/2012           2012              0.00          0.000
     12/12/2012           2012              0.00          0.000
     13/12/2012           2012              0.00          0.000
     14/12/2012           2012              0.00          0.000
     15/12/2012           2012              0.00          0.000
     16/12/2012           2012              0.00          0.000
     17/12/2012           2012              0.00          0.000
     18/12/2012           2012              0.00          0.000
     19/12/2012           2012              0.00          0.000
     20/12/2012           2012              0.00          0.000
     21/12/2012           2012              0.00          0.000
     22/12/2012           2012              0.00          0.000
     23/12/2012           2012              0.00          0.000
     24/12/2012           2012              0.00          0.000
     25/12/2012           2012              0.00          0.000
     26/12/2012           2012              0.00          0.000
     27/12/2012           2012              0.00          0.000
     28/12/2012           2012              0.00          0.000
     29/12/2012           2012              0.00          0.000
     30/12/2012           2012              0.00          0.000
     31/12/2012           2012              0.00          0.000
     01/01/2013           2013              0.00          0.000
     02/01/2013           2013              0.00          0.000
     03/01/2013           2013              0.00          0.000
     04/01/2013           2013              0.00          0.000
     05/01/2013           2013              0.00          0.000
     06/01/2013           2013              0.00          0.000
     07/01/2013           2013              0.00          0.000
     08/01/2013           2013              0.00          0.000
     09/01/2013           2013              0.00          0.000
     10/01/2013           2013              0.00          0.000
     11/01/2013           2013              0.00          0.000
     12/01/2013           2013              0.00          0.000
     13/01/2013           2013              0.00          0.000
     14/01/2013           2013              0.00          0.000
     15/01/2013           2013              0.00          0.000
     16/01/2013           2013              0.00          0.000
     17/01/2013           2013              0.00          0.000
     18/01/2013           2013              0.00          0.000
     19/01/2013           2013              0.00          0.000
     20/01/2013           2013              0.00          0.000
     21/01/2013           2013              0.00          0.000
     22/01/2013           2013              0.00          0.000
     23/01/2013           2013              0.00          0.000
     24/01/2013           2013              0.00          0.000
     25/01/2013           2013              0.00          0.000
     26/01/2013           2013              0.00          0.000
     27/01/2013           2013              0.00          0.000
     28/01/2013           2013              0.00          0.000
     29/01/2013           2013              0.00          0.000
     30/01/2013           2013              0.00          0.000
     31/01/2013           2013              0.00          0.000
     01/02/2013           2013              0.00          0.000
     02/02/2013           2013              0.00          0.000
     03/02/2013           2013              0.00          0.000
     04/02/2013           2013              0.00          0.000
     05/02/2013           2013              0.00          0.000
     06/02/2013           2013              0.00          0.000
     07/02/2013           2013              0.00          0.000
     08/02/2013           2013             19.42          0.049
     09/02/2013           2013             18.11          0.041
     10/02/2013           2013             16.49          0.033
     11/02/2013           2013             14.84          0.031
     12/02/2013           2013             14.24          0.028
     13/02/2013           2013             13.34          0.022
     14/02/2013           2013             12.10          0.017
     15/02/2013           2013             11.06          0.016
     16/02/2013           2013             10.70          0.012
     17/02/2013           2013             10.02          0.008
     18/02/2013           2013              9.12          0.004
     19/02/2013           2013              8.29          0.003
     20/02/2013           2013              8.02          0.002
     21/02/2013           2013              7.79          0.001
     22/02/2013           2013              7.56          0.001
     23/02/2013           2013              7.47          0.001
     24/02/2013           2013              7.43          0.000
     25/02/2013           2013              7.40          0.000
     26/02/2013           2013              7.37          0.000
     27/02/2013           2013              7.35          0.000
     28/02/2013           2013              7.35          0.000
     01/03/2013           2013              7.34          0.000
     02/03/2013           2013              7.34          0.000
     03/03/2013           2013              7.33          0.000
     04/03/2013           2013              7.33          0.000
     05/03/2013           2013              7.32          0.000
     06/03/2013           2013              7.32          0.000
     07/03/2013           2013              7.32          0.000
     08/03/2013           2013              7.31          0.000
     09/03/2013           2013              7.31          0.000
     10/03/2013           2013              7.31          0.000
     11/03/2013           2013              7.31          0.000
     12/03/2013           2013              7.31          0.000
     13/03/2013           2013              7.31          0.000
     14/03/2013           2013              7.31          0.000
     15/03/2013           2013              7.31          0.000
     16/03/2013           2013              7.31          0.000
     17/03/2013           2013              7.31          0.000
     18/03/2013           2013              7.31          0.000
     19/03/2013           2013              7.31          0.000
     20/03/2013           2013              7.31          0.000
     21/03/2013           2013              7.31          0.000
     22/03/2013           2013              7.31          0.000
     23/03/2013           2013              7.31          0.000
     24/03/2013           2013              7.31          0.000
     25/03/2013           2013              7.31          0.000
     26/03/2013           2013              7.31          0.000
     27/03/2013           2013              7.31          0.000
     28/03/2013           2013              7.31          0.000
     29/03/2013           2013              7.31          0.000
     30/03/2013           2013              7.31          0.000
     31/03/2013           2013              7.31          0.000
     01/04/2013           2013              7.31          0.000
     02/04/2013           2013              7.31          0.000
     03/04/2013           2013              7.31          0.000
     04/04/2013           2013              7.31          0.000
     05/04/2013           2013              7.31          0.000
     06/04/2013           2013              7.31          0.000
     07/04/2013           2013              7.31          0.000
     08/04/2013           2013              7.31          0.000
     09/04/2013           2013              7.31          0.000
     10/04/2013           2013              7.31          0.000
     11/04/2013           2013              7.31          0.000
     12/04/2013           2013              7.31          0.000
     13/04/2013           2013              7.31          0.000
     14/04/2013           2013              7.31          0.000
     15/04/2013           2013              7.31          0.000
     16/04/2013           2013              7.31          0.000
     17/04/2013           2013              7.31          0.000
     18/04/2013           2013              7.31          0.000
     19/04/2013           2013              7.31          0.000
     20/04/2013           2013              7.31          0.000
     21/04/2013           2013              7.31          0.000
     22/04/2013           2013              7.31          0.000
     23/04/2013           2013              7.31          0.000
     24/04/2013           2013              7.31          0.000
     25/04/2013           2013              7.31          0.000
     26/04/2013           2013              7.31          0.000
     27/04/2013           2013              7.31          0.000
     28/04/2013           2013              7.31          0.000
     29/04/2013           2013              7.31          0.000
     30/04/2013           2013              7.31          0.000
     01/05/2013           2013              7.31          0.000
     02/05/2013           2013              7.31          0.000
     03/05/2013           2013              7.31          0.000
     04/05/2013           2013              7.31          0.000
     05/05/2013           2013              7.31          0.000
     06/05/2013           2013              7.31          0.000
     07/05/2013           2013              7.31          0.000
     08/05/2013           2013              7.31          0.000
     09/05/2013           2013              7.31          0.000
     10/05/2013           2013              7.31          0.000
     11/05/2013           2013              7.31          0.000
     12/05/2013           2013              7.31          0.000
     13/05/2013           2013              7.31          0.000
     14/05/2013           2013              7.32          0.000
     15/05/2013           2013              7.32          0.000
     16/05/2013           2013              7.32          0.000
     17/05/2013           2013              7.32          0.000
     18/05/2013           2013              7.33          0.000
     19/05/2013           2013              7.33          0.000
     20/05/2013           2013              7.34          0.000
     21/05/2013           2013              7.35          0.001
     22/05/2013           2013              7.37          0.001
     23/05/2013           2013              7.38          0.001
     24/05/2013           2013              7.39          0.001
     25/05/2013           2013              7.42          0.001
     26/05/2013           2013              7.43          0.002
     27/05/2013           2013              7.45          0.002
     28/05/2013           2013              7.46          0.002
     29/05/2013           2013              7.49          0.002
     30/05/2013           2013              7.55          0.003
     31/05/2013           2013              7.62          0.004
     01/06/2013           2013              7.67          0.005
     02/06/2013           2013              7.74          0.005
     03/06/2013           2013              7.80          0.006
     04/06/2013           2013              7.99          0.009
     05/06/2013           2013              8.24          0.012
     06/06/2013           2013              8.58          0.016
     07/06/2013           2013              9.01          0.021
     08/06/2013           2013              9.37          0.026
     09/06/2013           2013             10.12          0.035
     10/06/2013           2013             10.86          0.045
     11/06/2013           2013             11.84          0.057
     12/06/2013           2013             13.34          0.076
     13/06/2013           2013             14.87          0.095
     14/06/2013           2013             17.23          0.125
     15/06/2013           2013             20.81          0.170
     16/06/2013           2013             23.01          0.198
     17/06/2013           2013             26.11          0.237
     18/06/2013           2013             31.69          0.307
     19/06/2013           2013             39.88          0.410
     20/06/2013           2013             51.01          0.550
     21/06/2013           2013             64.01          0.714
     22/06/2013           2013             75.39          0.857
     23/06/2013           2013             83.40          0.958
     24/06/2013           2013            104.36          1.222
     25/06/2013           2013            122.33          1.448
     26/06/2013           2013            144.39          1.726
     27/06/2013           2013            161.80          1.946
     28/06/2013           2013            201.31          2.390
     29/06/2013           2013            239.10          2.768
     30/06/2013           2013            251.59          2.925
     01/07/2013           2013            277.32          3.249
     02/07/2013           2013            306.04          3.554
     03/07/2013           2013            319.16          3.719
     04/07/2013           2013            339.98          3.962
     05/07/2013           2013            364.80          4.164
     06/07/2013           2013            391.36          4.387
     07/07/2013           2013            398.10          4.472
     08/07/2013           2013            418.41          4.663
     09/07/2013           2013            431.99          4.834
     10/07/2013           2013            446.02          5.011
     11/07/2013           2013            458.39          5.058
     12/07/2013           2013            485.44          5.160
     13/07/2013           2013            516.05          5.276
     14/07/2013           2013            546.39          5.390
     15/07/2013           2013            571.62          5.486
     16/07/2013           2013            604.69          5.611
     17/07/2013           2013            638.96          5.740
     18/07/2013           2013            675.95          5.880
     19/07/2013           2013            711.37          6.014
     20/07/2013           2013            749.32          6.157
     21/07/2013           2013            778.04          6.265
     22/07/2013           2013            810.37          6.388
     23/07/2013           2013            849.02          6.534
     24/07/2013           2013            893.24          6.701
     25/07/2013           2013            944.94          6.896
     26/07/2013           2013            991.57          7.072
     27/07/2013           2013           1025.48          7.200
     28/07/2013           2013           1073.83          7.383
     29/07/2013           2013           1111.03          7.523
     30/07/2013           2013           1160.96          7.712
     31/07/2013           2013           1174.24          7.762
     01/08/2013           2013           1190.81          7.825
     02/08/2013           2013           1245.68          8.032
     03/08/2013           2013           1284.86          8.077
     04/08/2013           2013           1330.78          8.021
     05/08/2013           2013           1374.86          8.168
     06/08/2013           2013           1407.56          7.760
     07/08/2013           2013           1411.00          7.879
     08/08/2013           2013           1442.49          8.009
     09/08/2013           2013           1465.64          8.069
     10/08/2013           2013           1525.96          8.080
     11/08/2013           2013           1577.16          8.059
     12/08/2013           2013           1622.61          8.099
     13/08/2013           2013           1665.40          7.986
     14/08/2013           2013           1703.99          8.201
     15/08/2013           2013           1764.61          7.777
     16/08/2013           2013           1791.92          8.017
     17/08/2013           2013           1837.73          8.150
     18/08/2013           2013           1897.80          7.900
     19/08/2013           2013           1928.47          8.121
     20/08/2013           2013           1983.79          7.947
     21/08/2013           2013           2017.47          8.166
     22/08/2013           2013           2071.75          7.623
     23/08/2013           2013           2038.39          7.623
     24/08/2013           2013           2035.05          7.623
     25/08/2013           2013           2034.71          7.623
     26/08/2013           2013           2034.68          7.623
     27/08/2013           2013           2034.67          7.623
     28/08/2013           2013           2034.67          7.623
     29/08/2013           2013           2034.67          7.623
     30/08/2013           2013           2034.67          7.623
     31/08/2013           2013           2034.67          7.623
     01/09/2013           2013           2034.67          7.623
     02/09/2013           2013           2034.67          7.623
     03/09/2013           2013           2034.67          7.623
     04/09/2013           2013           2034.67          7.623
     05/09/2013           2013           2034.67          7.623
     06/09/2013           2013           2034.67          7.623
     07/09/2013           2013           2034.67          7.623
     08/09/2013           2013           2034.67          7.623
     09/09/2013           2013           2034.67          7.623
     10/09/2013           2013           2034.67          7.623
     11/09/2013           2013           2034.67          7.623
     12/09/2013           2013           2034.67          7.623
     13/09/2013           2013           2034.67          7.623
     14/09/2013           2013           2034.67          7.623
     15/09/2013           2013           2034.67          7.623
     16/09/2013           2013           2034.67          7.623
     17/09/2013           2013           2034.67          7.623
     18/09/2013           2013           2034.67          7.623
     19/09/2013           2013           2034.67          7.623
     20/09/2013           2013           2034.67          7.623
     21/09/2013           2013           2034.67          7.623
     22/09/2013           2013           2034.67          7.623
     23/09/2013           2013           2034.67          7.623
     24/09/2013           2013           2034.67          7.623
     25/09/2013           2013           2034.67          7.623
     26/09/2013           2013           2034.67          7.623
     27/09/2013           2013           2034.67          7.623
     28/09/2013           2013           2034.67          7.623
     29/09/2013           2013           2034.67          7.623
     30/09/2013           2013           2034.67          7.623
     01/10/2013           2013           2034.67          7.623
     02/10/2013           2013           2034.67          7.623
     03/10/2013           2013           2034.67          7.623
     04/10/2013           2013           2034.67          7.623
     05/10/2013           2013           2034.67          7.623
     06/10/2013           2013           2034.67          7.623
     07/10/2013           2013           2034.67          7.623
     08/10/2013           2013           2034.67          7.623
     09/10/2013           2013           2034.67          7.623
     10/10/2013           2013           2034.67          7.623
     11/10/2013           2013           2034.67          7.623
     12/10/2013           2013           2034.67          7.623
     13/10/2013           2013           2034.67          7.623
     14/10/2013           2013           2034.67          7.623
     15/10/2013           2013           2034.67          7.242
     16/10/2013           2013           2011.45          7.242
     17/10/2013           2013           2009.13          7.242
     18/10/2013           2013           2008.90          7.242
     19/10/2013           2013           2008.87          7.242
     20/10/2013           2013           2008.87          7.242
     21/10/2013           2013           2008.87          7.242
     22/10/2013           2013           2008.87          6.698
     23/10/2013           2013           1980.03          5.305
     24/10/2013           2013           1906.35          4.759
     25/10/2013           2013           1871.65          4.330
     26/10/2013           2013           1852.11          3.443
     27/10/2013           2013           1817.69          3.047
     28/10/2013           2013           1810.65          2.459
     29/10/2013           2013              0.00          0.000
     30/10/2013           2013              0.00          0.000
     31/10/2013           2013              0.00          0.000
     01/11/2013           2013              0.00          0.000
     02/11/2013           2013              0.00          0.000
     03/11/2013           2013              0.00          0.000
     04/11/2013           2013              0.00          0.000
     05/11/2013           2013              0.00          0.000
     06/11/2013           2013              0.00          0.000
     07/11/2013           2013              0.00          0.000
     08/11/2013           2013              0.00          0.000
     09/11/2013           2013              0.00          0.000
     10/11/2013           2013              0.00          0.000
     11/11/2013           2013              0.00          0.000
     12/11/2013           2013              0.00          0.000
     13/11/2013           2013              0.00          0.000
     14/11/2013           2013              0.00          0.000
     15/11/2013           2013              0.00          0.000
     16/11/2013           2013              0.00          0.000
     17/11/2013           2013              0.00          0.000
     18/11/2013           2013              0.00          0.000
     19/11/2013           2013              0.00          0.000
     20/11/2013           2013              0.00          0.000
     21/11/2013           2013              0.00          0.000
     22/11/2013           2013              0.00          0.000
     23/11/2013           2013              0.00          0.000
     24/11/2013           2013              0.00          0.000
     25/11/2013           2013              0.00          0.000
     26/11/2013           2013              0.00          0.000
     27/11/2013           2013              0.00          0.000
     28/11/2013           2013              0.00          0.000
     29/11/2013           2013              0.00          0.000
     30/11/2013           2013              0.00          0.000
     01/12/2013           2013              0.00          0.000
     02/12/2013           2013              0.00          0.000
     03/12/2013           2013              0.00          0.000
     04/12/2013           2013              0.00          0.000
     05/12/2013           2013              0.00          0.000
     06/12/2013           2013              0.00          0.000
     07/12/2013           2013              0.00          0.000
     08/12/2013           2013              0.00          0.000
     09/12/2013           2013              0.00          0.000
     10/12/2013           2013              0.00          0.000
     11/12/2013           2013              0.00          0.000
     12/12/2013           2013              0.00          0.000
     13/12/2013           2013              0.00          0.000
     14/12/2013           2013              0.00          0.000
     15/12/2013           2013              0.00          0.000
     16/12/2013           2013              0.00          0.000
     17/12/2013           2013              0.00          0.000
     18/12/2013           2013              0.00          0.000
     19/12/2013           2013              0.00          0.000
     20/12/2013           2013              0.00          0.000
     21/12/2013           2013              0.00          0.000
     22/12/2013           2013              0.00          0.000
     23/12/2013           2013              0.00          0.000
     24/12/2013           2013              0.00          0.000
     25/12/2013           2013              0.00          0.000
     26/12/2013           2013              0.00          0.000
     27/12/2013           2013              0.00          0.000
     28/12/2013           2013              0.00          0.000
     29/12/2013           2013              0.00          0.000
     30/12/2013           2013              0.00          0.000
     31/12/2013           2013              0.00          0.000
     01/01/2014           2014              0.00          0.000
     02/01/2014           2014              0.00          0.000
     03/01/2014           2014              0.00          0.000
     04/01/2014           2014              0.00          0.000
     05/01/2014           2014              0.00          0.000
     06/01/2014           2014              0.00          0.000
     07/01/2014           2014              0.00          0.000
     08/01/2014           2014              0.00          0.000
     09/01/2014           2014              0.00          0.000
     10/01/2014           2014              0.00          0.000
     11/01/2014           2014              0.00          0.000
     12/01/2014           2014              0.00          0.000
     13/01/2014           2014              0.00          0.000
     14/01/2014           2014              0.00          0.000
     15/01/2014           2014              0.00          0.000
     16/01/2014           2014              0.00          0.000
     17/01/2014           2014              0.00          0.000
     18/01/2014           2014              0.00          0.000
     19/01/2014           2014              0.00          0.000
     20/01/2014           2014              0.00          0.000
     21/01/2014           2014              0.00          0.000
     22/01/2014           2014              0.00          0.000
     23/01/2014           2014              0.00          0.000
     24/01/2014           2014              0.00          0.000
     25/01/2014           2014              0.00          0.000
     26/01/2014           2014              0.00          0.000
     27/01/2014           2014              0.00          0.000
     28/01/2014           2014              0.00          0.000
     29/01/2014           2014              0.00          0.000
     30/01/2014           2014              0.00          0.000
     31/01/2014           2014              0.00          0.000
     01/02/2014           2014              0.00          0.000
     02/02/2014           2014              0.00          0.000
     03/02/2014           2014              0.00          0.000
     04/02/2014           2014              0.00          0.000
     05/02/2014           2014              0.00          0.000
     06/02/2014           2014              0.00          0.000
     07/02/2014           2014              0.00          0.000
     08/02/2014           2014              0.00          0.000
     09/02/2014           2014              0.00          0.000
     10/02/2014           2014              0.00          0.000
     11/02/2014           2014              0.00          0.000
     12/02/2014           2014              0.00          0.000
     13/02/2014           2014              0.00          0.000
     14/02/2014           2014              0.00          0.000
     15/02/2014           2014              0.00          0.000
     16/02/2014           2014              0.00          0.000
     17/02/2014           2014              0.00          0.000
     18/02/2014           2014              0.00          0.000
     19/02/2014           2014              0.00          0.000
     20/02/2014           2014              0.00          0.000
     21/02/2014           2014              0.00          0.000
     22/02/2014           2014              0.00          0.000
     23/02/2014           2014              0.00          0.000
     24/02/2014           2014              0.00          0.000
     25/02/2014           2014              0.00          0.000
     26/02/2014           2014              0.00          0.000
     27/02/2014           2014              0.00          0.000
     28/02/2014           2014              0.00          0.000
     01/03/2014           2014              0.00          0.000
     02/03/2014           2014              0.00          0.000
     03/03/2014           2014              0.00          0.000
     04/03/2014           2014              0.00          0.000
     05/03/2014           2014              0.00          0.000
     06/03/2014           2014              0.00          0.000
     07/03/2014           2014              0.00          0.000
     08/03/2014           2014              0.00          0.000
     09/03/2014           2014              0.00          0.000
     10/03/2014           2014              0.00          0.000
     11/03/2014           2014              0.00          0.000
     12/03/2014           2014              0.00          0.000
     13/03/2014           2014              0.00          0.000
     14/03/2014           2014              0.00          0.000
     15/03/2014           2014              0.00          0.000
     16/03/2014           2014              0.00          0.000
     17/03/2014           2014              0.00          0.000
     18/03/2014           2014              0.00          0.000
     19/03/2014           2014              0.00          0.000
     20/03/2014           2014              0.00          0.000
     21/03/2014           2014              0.00          0.000
     22/03/2014           2014              0.00          0.000
     23/03/2014           2014              0.00          0.000
     24/03/2014           2014              0.00          0.000
     25/03/2014           2014              0.00          0.000
     26/03/2014           2014              0.00          0.000
     27/03/2014           2014              0.00          0.000
     28/03/2014           2014              0.00          0.000
     29/03/2014           2014              0.00          0.000
     30/03/2014           2014              0.00          0.000
     31/03/2014           2014              0.00          0.000
     01/04/2014           2014              0.00          0.000
     02/04/2014           2014             21.18          0.060
     03/04/2014           2014             21.69          0.066
     04/04/2014           2014             21.84          0.068
     05/04/2014           2014             22.10          0.072
     06/04/2014           2014             23.22          0.072
     07/04/2014           2014             23.01          0.076
     08/04/2014           2014             21.79          0.082
     09/04/2014           2014             22.68          0.095
     10/04/2014           2014             24.74          0.112
     11/04/2014           2014             25.44          0.134
     12/04/2014           2014             28.48          0.174
